,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
465,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/sore-throat-swollen-glands,What causes a sore throat and swollen glands?,"""What causes a sore throat and swollen glands?""",often the same illness causes a sore throat and swollen lymph glands. both can be symptoms of an infection which may be viral or bacterial. the lymph glands or lymph nodes are a part of the bodys immune system. they collect and filter fluid to remove infection from the body. lymph glands especially those in the throat may swell in response to infection or another illness. infections that cause swollen glands may also cause a sore throat among other symptoms. in this article we look at s. ,a sore throat and swollen glands often result from a cold or the flu. however they may indicate a more serious health issue. learn more here. ,,"""sore throat swollen glands"""
466,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-and-celiac-disease,COVID-19 and celiac disease: Risks and precautions,"""COVID-19 and celiac disease: Risks and precautions""",as international headlines surround the covid-19 pandemic those with celiac disease may have concerns about what the condition means for them and their dietary treatments. currently there is no research to indicate if those with celiac disease are at higher risk for developing covid-19 or its complications. however people in the celiac disease community should consider specific factors. read on to learn more about how covid-19 can affect people with celiac disease. stay informed with live upd. ,how does covid-19 affect people with celiac disease. continue reading to find out the risks and precautions a person with celiac disease may take for covid-19. ,,"""celiac and COVID-19"""
467,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/uc-and-covid-19,"UC and COVID-19: Risks, medications, and precautions","""UC and COVID-19: Risks, medications, and precautions""",although a person with ulcerative colitis uc may not develop severe illness from covid-19 some uc medications may weaken their immune system. in this article we look at how covid-19 may affect people with uc and explain what precautions a person should take. stay informed with live updates on the current covid-19 outbreak and visit our coronavirus hub for more advice on prevention and treatment. a person should not stop taking their medication. uc can cause inflammation in the digestive tra. ,some medical conditions or their medications can put people at risk for severe illness relating to covid-19. learn more about uc and covid-19 here. ,,"""uc and COVID-19"""
468,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/common-coronaviruses-appear-to-be-highly-seasonal,Common coronaviruses appear to be highly seasonal,"""Common coronaviruses appear to be highly seasonal""",a recent study concludes that the four most common human coronaviruses follow distinct seasonal patterns. a new study tracks the seasonality of human coronaviruses. a recent study by the university of michigan school of public health in ann arbor tracked a group of participants over 8 years. the team looked in detail at the prevalence of the four most common human coronaviruses in the population. the research which now appears in the journal of infectious diseases shines a light on an understu. ,a recent study finds that coronaviruses tend to be seasonal with only 2.5 of human coronavirus respiratory infections occurring from june to september .. ,,""""""
469,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/arthritis-and-covid-19,COVID-19 and arthritis: Risks and precautions,"""COVID-19 and arthritis: Risks and precautions""",covid-19 is a new disease caused by sars cov-2. people with arthritis may have concerns about their risk of developing covid-19 due to their underlying health condition. experts do not yet understand how covid-19 may affect someone with arthritis relative to the general population. however it appears that people with inflammatory or autoimmune arthritis may be at greater risk of contracting the infection and developing more severe symptoms than others. keep reading to learn more about the pot. ,people with inflammatory or autoimmune arthritis may be at greater risk of contracting covid-19 and developing more severe symptoms than others. learn more here. ,,"""arthritis and COVID-19"""
470,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/drinks-to-boost-immune-system,Drinks to boost immune system: Do they work?,"""Drinks to boost immune system: Do they work?""",the human immune system is a complex defense system involving multiple organs and specialized cells and tissues. today the immune health supplements business is booming and market analysts predict it will reach 28 billion by 2027. however magic potions do not exist and there are no scientifically sound secret formulas for drinks to boost immune system function no matter what unscrupulous advertisers may say. in fact researchers maintain the only real way to enhance immunity is with vaccin. ,while no drinks can quickly give the immune system a boost staying hydrated and getting plenty of nutrients is essential for immune function. learn more here. ,,"""Drinks to boost immune system"""
471,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/breast-cancer-and-covid-19,Breast cancer and COVID-19: Risks and precautions,"""Breast cancer and COVID-19: Risks and precautions""",people with breast cancer may have a higher risk of developing sars cov-2 infection. there are additional risks as well. if a sars cov-2 infection causes covid-19 the symptoms of this illness may be more severe in a person with breast cancer. in addition the response to the pandemic may result in delays to cancer treatment and screening. in this article we investigate the added risks that covid-19 may pose to people with breast cancer. we also describe ways to manage these risks. stay in. ,here learn how having breast cancer may affect the risks associated with covid-19 including the risk of infection and the risk of severe symptoms .. ,,"""breast cancer and COVID-19"""
472,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/medicine-that-fights-covid-19,Medicines that fights COVID-19: What to know,"""Medicines that fight COVID-19: What to know""",no current medicine can prevent or cure covid-19 although researchers are testing and developing new therapeutic options. some available medications can help alleviate mild to moderate covid-19 symptoms however. a person who comes in contact with the novel coronavirus abbreviated to sars cov-2 may develop symptoms of the disease covid-19. symptoms of covid-19 usually appear 214 days after exposure to the virus sars cov-2. the symptoms include a cough which is usually dry the who states. ,no current medicine can prevent or cure covid-19. however scientists are testing and developing novel therapeutic options. learn more about them here. ,,"""medicines that fight covid-19"""
473,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-hospitals-again-receive-a-grades-for-patient-safety/,Mayo hospitals again receive ‘A’ grades for patient safety,"""403 Forbidden""",,,,""""""
474,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/media-backgrounder-covid-19-readiness-and-helping-the-world-respond-to-the-global-pandemic/,Media backgrounder: COVID-19 readiness and helping the world respond to the global pandemic,"""403 Forbidden""",,,,""""""
475,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-to-advise-hilton-on-cleaning-program-protocol-and-training/,"Mayo Clinic to advise Hilton on cleaning program protocol, training","""403 Forbidden""",,,,""""""
476,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/physicians-scientists-and-physician-scientists-connect-dots-between-heart-disease-potential-for-worse-covid-19-outcomes/,"Physicians, scientists and physician-scientists connect dots between heart disease, potential for worse COVID-19 outcomes","""403 Forbidden""",,,,""""""
477,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-introduces-skill-for-amazons-alexa-about-covid-19/,Mayo Clinic introduces skill for Amazon’s Alexa about COVID-19,"""403 Forbidden""",,,,""""""
478,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/voluntary-public-disclosure-on-the-financial-impact-of-the-covid-19-pandemic/,Voluntary public disclosure on the financial impact of the COVID-19 pandemic,"""403 Forbidden""",,,,""""""
479,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/expert-alert-5-tips-for-keeping-the-momentum-going-when-working-out-at-home/,Expert Alert: 5 tips for keeping the momentum going when working out at home,"""403 Forbidden""",,,,""""""
480,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/army-of-mayo-employees-come-together-to-identify-covid-19-exposures-within-hours/,Army of Mayo employees come together to identify COVID-19 exposures within hours,"""403 Forbidden""",,,,""""""
481,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/expert-alert-when-you-cant-cough-%e2%80%95-extra-covid-19-precautions-for-people-with-physical-disabilities/,Expert Alert: When you can’t cough ― extra COVID-19 precautions for people with physical disabilities,"""403 Forbidden""",,,,""""""
482,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-laboratories-launches-serology-testing-in-support-of-covid-19-response/,Mayo Clinic Laboratories launches serology testing in support of COVID-19 response,"""403 Forbidden""",,,,""""""
483,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-experts-offer-guidance-on-treating-covid-19-patients-with-signs-of-acute-heart-attack/,Mayo Clinic experts offer guidance on treating COVID-19 patients with signs of acute heart attack,"""403 Forbidden""",,,,""""""
484,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/false-negative-covid-19-test-results-may-lead-to-false-sense-of-security/,False-negative COVID-19 test results may lead to false sense of security,"""403 Forbidden""",,,,""""""
485,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/six-ways-home-based-cardiac-rehab-keeps-patients-safe-healthy-during-covid-19/,"Six ways home-based cardiac rehab keeps patients safe, healthy during COVID-19","""403 Forbidden""",,,,""""""
486,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/autonomous-shuttles-help-transport-covid-19-tests-at-mayo-clinic-in-jacksonville/,Autonomous shuttles help transport COVID-19 tests at Mayo Clinic in Florida,"""403 Forbidden""",,,,""""""
487,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/radiology-engineering-investigating-ways-to-help-mayo-clinic-during-covid-19-response/,"Radiology, Engineering investigating ways to help Mayo Clinic during COVID-19 response","""403 Forbidden""",,,,""""""
488,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-in-florida-expands-specimen-testing-and-processing-capabilities-for-covid-19/,Mayo Clinic in Florida expands specimen testing and processing capabilities for COVID-19,"""403 Forbidden""",,,,""""""
489,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-provides-urgent-guidance-approach-to-identify-patients-at-risk-of-drug-induced-sudden-cardiac-death-from-use-of-off-label-covid-19-treatments/,Guidance on patients at risk of drug-induced sudden cardiac death from off-label COVID-19 treatments,"""403 Forbidden""",,,,""""""
490,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/expert-alert-have-heart-disease-protect-your-health-during-the-covid-19-pandemic/,Expert Alert: Have heart disease? Protect your health during the COVID-19 pandemic,"""403 Forbidden""",,,,""""""
491,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-to-protect-staff-pay-during-covid-19-pandemic-response/,Mayo Clinic to protect staff pay during COVID-19 pandemic response,"""403 Forbidden""",,,,""""""
492,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-laboratories-significantly-expands-testing-capability-for-the-covid-19-virus/,Mayo Clinic Laboratories significantly expands testing capability for the COVID-19 virus,"""403 Forbidden""",,,,""""""
493,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-president-and-ceo-participates-in-the-coronavirus-task-force-meeting/,Mayo Clinic president and CEO participates in the Coronavirus Task Force meeting,"""403 Forbidden""",,,,""""""
494,article,mayoclinic.org,https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-develops-test-to-detect-covid-19-infection/,Mayo Clinic develops test to detect COVID-19 infection,"""403 Forbidden""",,,,""""""
495,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/05/01/11-cleveland-clinic-hospitals-earn-a-grades-in-safety/,11 Cleveland Clinic Hospitals Earn “A” Grades in Safety,"""403 Forbidden""",,,,""""""
496,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/27/cleveland-clinic-appoints-timothy-chan-m-d-ph-d-as-director-of-center-for-immunotherapy-and-precision-immuno-oncology/,"Cleveland Clinic Appoints Timothy Chan, M.D., Ph.D., as Director of Center for Immunotherapy and Precision Immuno-Oncology","""403 Forbidden""",,,,""""""
497,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/23/cleveland-clinic-meijer-donate-food-supplies-masks-to-clevelands-ward-6-community/,"Cleveland Clinic, Meijer Donate Food, Supplies, Masks to Cleveland’s Ward 6 Community","""403 Forbidden""",,,,""""""
498,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/22/cleveland-clinic-establishes-center-for-global-and-emerging-pathogens-research/,Cleveland Clinic Establishes Center for Global and Emerging Pathogens Research,"""403 Forbidden""",,,,""""""
499,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/21/cleveland-clinic-and-sas-share-covid-19-predictive-models-to-help-hospitals-plan-for-current-and-future-needs/,Cleveland Clinic and SAS share COVID-19 predictive models to help hospitals plan for current and future needs,"""403 Forbidden""",,,,""""""
500,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/17/cleveland-clinic-innovations-are-improving-the-fight-against-covid-19/,Cleveland Clinic Innovations are Improving the Fight Against COVID-19,"""403 Forbidden""",,,,""""""
501,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/17/cleveland-clinic-sends-caregivers-to-new-york-michigan-to-assist-in-covid-19-efforts/,"Cleveland Clinic Sends Caregivers To New York, Michigan To Assist In COVID-19 Efforts","""403 Forbidden""",,,,""""""
502,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/15/health-education-campus-will-temporarily-convert-as-a-medical-surge-hospital-location/,Health Education Campus Will Temporarily Convert As a Medical Surge Hospital Location,"""403 Forbidden""",,,,""""""
503,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/10/corporations-small-businesses-community-groups-support-cleveland-clinic-during-covid-19-pandemic/,"Corporations, Small Businesses, Community Groups Support Cleveland Clinic During COVID-19 Pandemic","""403 Forbidden""",,,,""""""
504,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/02/coronavirus-covid-19-media-information/,Coronavirus (COVID-19) Media Information,"""403 Forbidden""",,,,""""""
505,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/04/01/keep-your-distance-even-as-covid-19-cases-increase-isolation-key-to-long-term-control/,"Keep Your Distance: Even as COVID-19 Cases Increase, Isolation Key to Long-Term Control","""403 Forbidden""",,,,""""""
506,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/03/31/coronavirus-video-resources-for-media-outlets/,Coronavirus (COVID-19) Video Resources for Media Outlets,"""403 Forbidden""",,,,""""""
507,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/03/30/university-hospitals-and-cleveland-clinic-offer-prioritized-covid-19-testing-to-first-responders/,University Hospitals and Cleveland Clinic Offer Prioritized COVID-19 Testing to First Responders,"""403 Forbidden""",,,,""""""
508,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/03/26/cleveland-clinic-launches-campaign-for-northeast-ohio-community-to-help-in-covid-19-response/,Cleveland Clinic Launches Campaign for Northeast Ohio Community to Help in COVID-19 Response,"""403 Forbidden""",,,,""""""
509,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/03/24/cleveland-whiskey-collaborates-with-cleveland-clinic-to-supply-hand-sanitizer-to-the-health-system/,Cleveland Whiskey Collaborates with Cleveland Clinic to Supply Hand Sanitizer to the Health System,"""403 Forbidden""",,,,""""""
510,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/03/19/cleveland-clinic-offers-free-covid-19-online-screening-tool/,Cleveland Clinic Offers Free COVID-19 Online Screening Tool,"""403 Forbidden""",,,,""""""
511,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/03/18/frequently-asked-questions-about-coronavirus-disease-2019-covid-19/,Frequently Asked Questions about Coronavirus Disease 2019 (COVID-19),"""403 Forbidden""",,,,""""""
512,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/03/16/university-hospitals-and-cleveland-clinic-add-second-location-for-drive-through-covid-19-testing-at-uh-landerbrook-health-center/,University Hospitals and Cleveland Clinic Add Second Location for Drive-Through COVID-19 Testing at UH Landerbrook Health Center,"""403 Forbidden""",,,,""""""
513,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/03/13/university-hospitals-and-cleveland-clinic-partner-to-provide-drive-through-covid-19-testing/,University Hospitals and Cleveland Clinic Partner to Provide Drive-Through COVID-19 Testing,"""403 Forbidden""",,,,""""""
514,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/03/13/containing-covid-19-is-our-highest-priority/,Containing COVID-19 Is Our Highest Priority,"""403 Forbidden""",,,,""""""
515,article,clevelandclinic.org,https://newsroom.clevelandclinic.org/2020/02/05/frequently-asked-questions-about-2019-novel-coronavirus-2019-ncov/,Frequently Asked Questions about 2019 Novel Coronavirus (2019-nCoV),"""403 Forbidden""",,,,""""""
516,article,webmd.com,https://www.webmd.com/lung/news/20200501/tsa-500-employees-test-positive-for-covid-19,TSA: 500 Employees Test Positive for COVID-19,"""TSA: 500 Employees Test Positive for COVID-19""",may 1 2020 today in the world of coronavirus news. more than 500 transportation security administration employees have tested positive for the coronavirus according to the agencys covid-19 data page. as of thursday morning the page indicates that 505 employees have tested positive and among those 212 have recovered and five have died. in a chart tsa also lists the confirmed cases at each airport which is split between the number of tsa screening officers and non screening employees. ,the transportation security administration reports that more than 500 tsa employees have tested positive for the coronavirus .. ,,"""coronavirus, covid-19, pandemic, TSA, testing, positive, travel, screening"""
517,article,webmd.com,https://www.webmd.com/lung/news/20200501/cdc-most-hospitalized-covid-19-patients-in-georgia-are-black,Most of Georgia’s COVID-19 Hospitalized Are Black,"""Most of Georgia’s COVID-19 Hospitalized Are Black""",may 1 2020 today in the world of coronavirus news. more than 80 of patients hospitalized for the coronavirus in georgia in march were african americans according to a new cdc study released wednesday. the cdc headquartered in atlanta surveyed eight hospitals across the state including seven in the metro atlanta area and one in southern georgia. among the 305 covid-19 patients 247 or 83 were black. thirty two patients were white 10 were hispanic and eight were asian or pacific i. ,a new cdc study says that more than 80 of patients hospitalized for the coronavirus in georgia in march were african american .. ,,"""coronavirus, COVID-19, Pandemic, CDC, hospitalized, blacks, African American, Georgia, testing"""
518,article,webmd.com,https://www.webmd.com/lung/news/20200501/los-angeles-offers-all-residents-free-covid-19-tests,LA Offers All Residents Free COVID-19 Tests,"""LA Offers All Residents Free COVID-19 Tests""",may 1 2020 today in the world of coronavirus news. all residents in los angeles county should be able to receive a coronavirus test whether or not they are experiencing covid-19 symptoms los angeles mayor eric garcetti announced wednesday evening. testing is by appointment only at coronavirus.lacity.org/testing and are available at eight locations inside the city of los angeles according to the announcement. the website has links to schedule an appointment find a nearby testing locatio. ,los angeles mayor eric garcetti says all residents in los angeles county should now be able to receive a coronavirus test whether or not they are experiencing covid-19 symptoms .. ,,"""coronavirus, covid-19, pandemic, testing, symptoms, Los Angeles"""
519,article,webmd.com,https://www.webmd.com/news/20200501/nyc-stopping-subways-overnight-to-disinfect-trains,NYC Stopping Subways Overnight to Disinfect Trains,"""NYC Stopping Subways Overnight to Disinfect Trains""","may 1 2020 today in the world of coronavirus news new york city will shut down subway service from 1 to 5 a.m. daily starting may 6 so trains and stations can be disinfected the metropolitan transportation authority said thursday on its website. the city is the epicenter of the coronavirus pandemic with at least 12,571 confirmed coronavirus deaths and 5,295 probable coronavirus deaths according to the city website. the mta said it has launched a free essential connector service to pro. ",new york city 's mta will shut down subway service from 1 to 5 a.m. daily starting may 6 so trains and stations can be disinfected in an effort to prevent the coronavirus .. ,,"""coronavirus, covid-19, pandemic, subway, New York City, disinfect, cleaning"""
520,article,webmd.com,https://www.webmd.com/lung/news/20200501/federal-government-to-increase-ppe-shipments-to-nursing-homes,U.S. Government to Increase PPE Shipments to Nursing Homes,"""U.S. Government to Increase PPE Shipments to Nursing Homes""","may 1 2020 today in the world of coronavirus news ... the federal government will increase inspections and shipments of equipment to nursing homes which have been hotbeds of coronavirus cases according to a news release on the white house website. fema will start sending supplemental shipments of personal protective equipment to all 15,400 medicaid and medicare certified nursing homes in the us the release said and the centers for medicare medicaid services will provide 81 million to. ","fema will start sending supplemental shipments of personal protective equipment to all 15,400 medicaid and medicare certified nursing homes in the us and the centers for medicare medicaid services will provide 81 million to the states to increase inspections .. ",,"""coronavirus, covid-19, pandemic,  ppe, nursing homes, FEMA"""
521,article,webmd.com,https://www.webmd.com/lung/news/20200501/neurologists-dust-off-their-stethoscopes-join-covid-frontlines,"Neurologists Dust Off Their Stethoscopes, Join COVID Frontlines","""Neurologists Dust Off Their Stethoscopes, Join COVID Frontlines""",what your doctor is reading on medscape.com may 01 2020 --daniella sisniega md a neurology resident at mt. sinai medical center in new york city recently dusted off her stethoscope and headed for the frontlines of the covid-19 pandemic. she announced her intentions on twitter saying she is happy to do her part. sisniega joins other neurology attendings fellows and residents across the globe who are joining the ranks of their critical care and emergency medicine colleagues to provide t. ,neurologists are rallying particularly in areas hard hit by the coronavirus pandemic to join other care teams on the frontline of the covid-19 response .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,stroke, cerebrovascular accident, cva (cerebrovascular accident),ageusia,pandemic,residency,hospitals,inpatient care,New York,hospital (emergency services),physician assistants,attending,triage,intubation,non-invasive positive pressure ven"""
522,article,webmd.com,https://www.webmd.com/lung/news/20200501/trending-clinical-topic-cancer-and-covid-19,Trending Clinical Topic: Cancer and COVID-19,"""Trending Clinical Topic: Cancer and COVID-19""",what your doctor is reading on medscape.com may 01 2020 --news about the prevalence of cancer among patients with covid-19 and concerns related to providing cancer care during a pandemic resulted in this week 's top trending clinical topic. a meta analysis published in jco global oncology confirmed earlier reports which suggested that patients with cancer and survivors are an important at risk population for covid-19. the new findings were limited by the retrospective nature of the studies i. ,concerns about the prevalence of cancer among patients with covid-19 and the logistics of providing cancer care during a pandemic led to this week 's top trending clinical topic .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,Covid-19 and cancer, Coronavirus and cancer,cancer, malignant neoplasia, carcinoma,cancer survivor,health care access, health services accessibility,infection control,infection in the immunocompromised host"""
523,article,webmd.com,https://www.webmd.com/lung/news/20200501/excess-cancer-deaths-predicted-as-care-disrupted-by-covid-19,Excess Cancer Deaths Predicted as Care Disrupted by COVID-19,"""Excess Cancer Deaths Predicted as Care Disrupted by COVID-19""",what your doctor is reading on medscape.com may 01 2020 -- the majority of patients who have cancer or are suspected of having cancer are not accessing healthcare services in the united kingdom or the united states because of the covid-19 pandemic the first report of its kind estimates. as a result there will be an excess of deaths among patients who have cancer and multiple comorbidities in both countries during the current coronavirus emergency the report warns. the authors calculate t. ,the majority of patients with cancer or suspected cancer are not accessing healthcare services in the uk or the us because of the covid-19 pandemic .. ,,"""cancer, malignant neoplasia, carcinoma,Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,chemotherapy,pandemic,United Kingdom Site Content,health care quality/access/evaluation,social determinants of health,adherence, adherence to medication issues for patients,peer review,attending,healt"""
524,article,webmd.com,https://www.webmd.com/lung/news/20200501/healthcare-workers-should-wear-reusable-elastomeric-masks,COMMENTARY: Healthcare Workers Should Wear Reusable Elastomeric Masks,"""COMMENTARY: Healthcare Workers Should Wear Reusable Elastomeric Masks""",what your doctor is reading on medscape.com may 01 2020 -- as the covid-19 pandemic rages guidelines have scrambled to adapt. only a few weeks ago the centers for disease control and prevention cdc and other public health luminaries pleaded with the public not to don face masks. now many supermarkets across the nation wo n't let you enter unless your face is covered. as a staff cardiologist in a hospital in upstate new york i followed guidelines to conserve and reuse single use masks ami. ,the overlooked elastomeric is how the cdc describes this reusable mask that could help address the shortage .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,respiration,clinical guidelines, guidelines,pandemic,disaster, disaster medicine,New York,personal protective equipment,hospitals,inpatient care,outbreak,facial,health care quality/access/evaluation,health policy"""
525,article,webmd.com,https://www.webmd.com/lung/news/20200501/coronavirus-social-babies-shouldnt-wear-masks-experts-warn,"Coronavirus Social: Babies Shouldn't Wear Masks, Experts Warn","""Coronavirus Social: Babies Shouldn't Wear Masks, Experts Warn""",what your doctor is reading on medscape.com may 01 2020 -- here 's what 's happening on social media so far this week that 's related to the coronavirus pandemic. twitter sounded the alarm on masks for very young children over the weekend. in response to an amazon ad for jonigo breathable gauze masks for children 03 years old pediatric physician assistant alyson smith tweeted hey @amazon this product could be deadly to babies and must be removed immediately. smith and other users stress. ,here are some of the top trending covid-19 topics dominating the social media conversation among clinicians .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,social media,pandemic,children, child, childhood, pediatrics, kids"""
526,article,webmd.com,https://www.webmd.com/lung/news/20200501/sweden-sticks-with-controversial-covid19-approach,Sweden Sticks With Controversial COVID-19 Approach,"""Sweden Sticks With Controversial COVID-19 Approach""",may 1 2020 -- sweden has taken a different approach to fighting covid-19 than most other countries -- and its causing a global stir. instead of tight lockdowns swedish officials have encouraged citizens to use common sense work from home if possible and not gather in crowds over 50. primary schools are open as are bars and restaurants with images showing people enjoying drinks and crowding streets. their aim officials have said is to slow the pace of the virus so as not to overwhelm. ,sweden has taken a less aggressive approach to fighting covid-19 than most other countries --and its causing a global stir .. ,,"""Sweden, COVID-19, coronavirus, shelter in place order, lockdown, personal responsibility, fatality rates, nursing home"""
527,article,webmd.com,https://www.webmd.com/lung/news/20200501/we-cant-ignore-the-harms-of-social-distancing,COMMENTARY: We Can't Ignore the Harms of Social Distancing,"""COMMENTARY: We Can't Ignore the Harms of Social Distancing""",what your doctor is reading on medscape.com may 01 2020 -- while uncertainty prevails i worry that hard questions are being avoided. i will strive not to be tone deaf but in the same way we discuss prognosis with patients with cancer or heart failure we must also address difficult questions concerning the covid-19 crisis. the social distancing policies are harming peoplenot potential harms but real harms. economic harm is a euphemism because the economy is people. i have had patients s. ,with the emphasis on social distancing and mitigating the effects of sars cov2 john mandrola md asks that we do n't forget to add iatrogenic deaths to our final tally .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,poverty, financial hardship,social determinants of health,social issues,elderly/concerns of older adults,acute respiratory distress syndrome, acute respiratory distress syndrome (ards), adult respiratory distress syndrome, ards,severe acut"""
528,article,webmd.com,https://www.webmd.com/lung/news/20200501/blood-pressure-medicines-dont-increase-covid-risk,Blood Pressure Medicines Don’t Increase COVID-19 Risk,"""Blood Pressure Medicines Don’t Increase COVID-19 Risk""",may 1 2020 -- drugs taken by millions of americans to curb high blood pressure do not appear to increase the risk of either getting covid-19 or having a more severe infection according to the results of three large new studies. ace inhibitors including drugs like lisinopril enalapril and ramipril are the most widely used high blood pressure drugs in the u.s. whether or not to leave patients on ace inhibitors or another popular class of high blood pressure medications called arbs or angio. ,drugs taken by millions of americans to curb high blood pressure do not appear to increase the risk of either getting covid-19 or having a more severe infection according to the results of three large new studies .. ,,"""COVID-19, blood pressure medications, ACE inhibitors, risk, heart diseases, coronavirus, New England Journal of Medicine"""
529,article,webmd.com,https://www.webmd.com/lung/news/20200501/parents-hold-newborn-twins-after-beating-covid-19,Parents Hold Newborn Twins After Beating COVID-19,"""Parents Hold Newborn Twins After Beating COVID-19""",may 1 2020 -- a mom and dad who beat the coronavirus were finally able to meet their newborn twins 20 days after they were born. jennifer and andre laubach started to have covid-19 symptoms in mid march according to beaumont hospital in troy mi. two weeks later -- 32 weeks into her pregnancy -- jennifer unexpectedly went into labor. because andre tested positive for the virus he was nt able to be in the delivery room with her. instead four health care teams helped her deliver her two baby. ,nearly 3 weeks later after making a full recovery jennifer and andre were cleared to meet their twins for the first time .. ,,"""coronavirus, covid-19, twins, newborns, delivery and labor"""
530,article,webmd.com,https://www.webmd.com/lung/news/20200501/how-one-very-ill-infant-survived-covid-19,How One Very Ill Infant Survived COVID-19,"""How One Very Ill Infant Survived COVID-19""",friday may 1 2020 healthday news -- a 3-week old texas infant in critical condition with covid-19 was successfully treated and recovered doctors report. this is one of the first cases of its kind according to the team of doctors at the university of texas health science center at houston uthealth. they noted that the initial belief that children are n't at risk of serious illness from covid-19 has been disproved as more information is gathered on the disease caused by the new coronaviru. ,they noted that the initial belief that children are n't at risk of serious illness from covid-19 has been disproved as more information is gathered on the disease caused by the new coronavirus .. ,,"""coronavirus, covid-19, infant, parenting, outbreak, pandemic"""
